"",ResponseId,condition,open.1,open.2,ColumnID,Text,Segment,WC,Affect,emotion
479,R_1aVPdTVUKsjfQFV,Low,There is not enough information in these images to have any type of a reaction. They do not show much of anything for anything in particular.  No feelings towards them.,No feelings in these pictures that are too vague to represent much of anything. Not enough information shown.,text,There is not enough information in these images to have any type of a reaction. They do not show much of anything for anything in particular.  No feelings towards them.  No feelings in these pictures that are too vague to represent much of anything. Not enough information shown.,1,48,0,0
480,R_1K23u1dNBlk5o3j,High,The images are of different landscapes. They are all interesting!  They make me want to look at them all more carefully.,These images appear to be showing the effects climate has on regions of earth. They are not as appealing to me as the first ones were.,text,The images are of different landscapes. They are all interesting!  They make me want to look at them all more carefully.  These images appear to be showing the effects climate has on regions of earth. They are not as appealing to me as the first ones were.,1,47,4.26,0
481,R_6Pwm2ZX05ws9U6e,Low,"Pictures with environmental themes, some are photos and some are are photos of demonstrations and ordinary people.","Various graphs and photos of nature and people. Some of the text appears to be in Russian, some in English.",text,"Pictures with environmental themes, some are photos and some are are photos of demonstrations and ordinary people. Various graphs and photos of nature and people. Some of the text appears to be in Russian, some in English.",1,37,0,0
482,R_6tlhPFI03x5cZVL,High,"they are very vibrant and colorful, and make me feel excited because nature is really so beautiful, isn’t it?","holding the earth in our hands is quite an interesting image, and do we really hold the earth in our hands?",text,"they are very vibrant and colorful, and make me feel excited because nature is really so beautiful, isn’t it? holding the earth in our hands is quite an interesting image, and do we really hold the earth in our hands?",1,40,10,2.5
483,R_6EX1ujro37MUfkw,Low,"I'm mostly perplexed because I don't have any context for the images or there are signs written in a language I don't understand. The one image that I can understand makes me think wow senior citizens demonstrating to help save us really because personally I feel the planet will be fine, but if anything isn't,  it'll be us.",I only really understood-----or think I do the image of the earth that's green on one side and gray on the other and the polar bear on a small flotilla of ice and they just made me think that's not good,text,"I'm mostly perplexed because I don't have any context for the images or there are signs written in a language I don't understand. The one image that I can understand makes me think wow senior citizens demonstrating to help save us really because personally I feel the planet will be fine, but if anything isn't,  it'll be us. I only really understood-----or think I do the image of the earth that's green on one side and gray on the other and the polar bear on a small flotilla of ice and they just made me think that's not good",1,100,6,2
484,R_5R3UJ6jUAN80BDE,Low,"a variety of different people and places that didnt make me feel anything.There were people protesting , a crystal ball, graphs, polution,
.","There was a globe, polar bear  standing on an iceburg, maps, graphs, an asian lady with her arm up in the air and I didnt feel anything",text,"a variety of different people and places that didnt make me feel anything.There were people protesting , a crystal ball, graphs, polution,
. There was a globe, polar bear  standing on an iceburg, maps, graphs, an asian lady with her arm up in the air and I didnt feel anything",1,49,0,0
485,R_1jMfMCK5bOGqZQB,High,The images causes me to think about global warming and the unseasonal weather we've been experiencing lately. The images also seem as a call to arms for environmentalists.,The images cause concern for the condition of this planet. It emphasizes the need to protect the planet.,text,The images causes me to think about global warming and the unseasonal weather we've been experiencing lately. The images also seem as a call to arms for environmentalists.  The images cause concern for the condition of this planet. It emphasizes the need to protect the planet.,1,46,0,0
486,R_7OPNZ7N7ksyAibo,Low,Some images may be interconnected and other appear to be random images. I feel neutral without knowing any further context.,Appears they all related to climate change. They make me feel like I want to know more about what they are intended to convey.,text,Some images may be interconnected and other appear to be random images. I feel neutral without knowing any further context. Appears they all related to climate change. They make me feel like I want to know more about what they are intended to convey.,1,44,0,0
487,R_1Br1B5PWSRdgbDQ,High,Different was the climate is changing which is alarming and some changes are needed to possibly make it better,Climate changes which I am fearful we cannot reverse but if everyone does their part we can make a difference,text,Different was the climate is changing which is alarming and some changes are needed to possibly make it better  Climate changes which I am fearful we cannot reverse but if everyone does their part we can make a difference,1,39,7.69,5.13
488,R_3rC9bNgJGW3VDZJ,Low,A seemingly random series of images that leaves me a bit confused. I don't really know what to make of them.,"There were two identical images, one image depicting an overcrowded planet and another overdone image depicting a mere one degree Celsius global average temperature increase since 1880 (140+ years).",text,"A seemingly random series of images that leaves me a bit confused. I don't really know what to make of them. There were two identical images, one image depicting an overcrowded planet and another overdone image depicting a mere one degree Celsius global average temperature increase since 1880 (140+ years).",1,50,4,2
489,R_70q4jv9GX8rAwrQ,High,Views of our world. How fragile and delicate the balance is. How nature responds to what we are doing to the earth.,Global warming. Devastated earth/nature. Our misusing of the resources that the earth gives and we destroy.,text,Views of our world. How fragile and delicate the balance is. How nature responds to what we are doing to the earth. Global warming. Devastated earth/nature. Our misusing of the resources that the earth gives and we destroy.,1,39,5.13,0
490,R_338GOqA2LvwcGWE,High,Environmental images raising concerns about what may be happening to our planet and its environment.,The images appear to be directed toward environmental issues or content. As such they present concerns of what is happening or what we are doing to our global environment.,text,Environmental images raising concerns about what may be happening to our planet and its environment. The images appear to be directed toward environmental issues or content. As such they present concerns of what is happening or what we are doing to our global environment.,1,44,0,0
491,R_6964bCTGobmo9DY,Low,It seems to me that there are protests going on but once again I'm kind of confused about what I'm looking at,They make me feel confused because I don't know what I am looking at in this picture I'm being shown,text,It seems to me that there are protests going on but once again I'm kind of confused about what I'm looking at They make me feel confused because I don't know what I am looking at in this picture I'm being shown,1,42,4.76,4.76
492,R_1eFslPCuVyIE0k4,Low,These images mainly show people in various situations. I like this set of images more because I could write a story based on each of these images.,"Diverse images of pictures, graphs, diagrams, and AI constructs. These images make me feel bored. The only image that I really like is the image of the polar bear on the ice floe.",text,"These images mainly show people in various situations. I like this set of images more because I could write a story based on each of these images. Diverse images of pictures, graphs, diagrams, and AI constructs. These images make me feel bored. The only image that I really like is the image of the polar bear on the ice floe.",1,60,1.67,1.67
493,R_5YYC58hATRget8f,Low,Basically I  perceive  pollution  and cleaning up the environment is the general message...apparently  we need to stop polluting the air and go green. Start growing  plant based everything.,I get the jest that our earth  is getting  warmer. The ice Bergs's are melting   away and the climate will soon be too hot for  creatures of the Arctic...polar bears and  creatures who live in frigid climates...,text,Basically I  perceive  pollution  and cleaning up the environment is the general message...apparently  we need to stop polluting the air and go green. Start growing  plant based everything.  I get the jest that our earth  is getting  warmer. The ice Bergs's are melting   away and the climate will soon be too hot for  creatures of the Arctic...polar bears and  creatures who live in frigid climates...,1,67,1.49,0
494,R_6q3Z3JlbFv3wBeY,High,Very afraid of what the future holds due to the lack of valid conversations regarding our environment and specifically climate change.,The content of these images are showing images of what climate change is doing to our world now and what is projected in the future if nothing is done about it.,text,Very afraid of what the future holds due to the lack of valid conversations regarding our environment and specifically climate change. The content of these images are showing images of what climate change is doing to our world now and what is projected in the future if nothing is done about it.,1,52,1.92,1.92
495,R_3GCFATt3cprYUfe,Low,I am confused by theaae images and don;t know what all this is.  It is global.  My gyess is it has something to do with the enviornment and global warming.,Indifferent. It doesen’t do anything for me.  This is something gloobal with sttistics.   Whatver it is for statistics show the rise on the grff.,text,I am confused by theaae images and don;t know what all this is.  It is global.  My gyess is it has something to do with the enviornment and global warming. Indifferent. It doesen’t do anything for me.  This is something gloobal with sttistics.   Whatver it is for statistics show the rise on the grff.,1,55,3.64,3.64
496,R_3OZ5PaKxqRuYLim,High,"These pictures describe the influence that fossil fuels have on global warming, as well as the effect of gases, electric lights and other items are affecting the world.",It is about the world and the environment and depicts the influence of global warming. It shows that the world is suffering.,text,"These pictures describe the influence that fossil fuels have on global warming, as well as the effect of gases, electric lights and other items are affecting the world. It is about the world and the environment and depicts the influence of global warming. It shows that the world is suffering.",1,50,4,2
497,R_7nBnk5yk8CzFDfM,High,THESE PHOTOS MAKE ME FEEL SAD DUE TO ALL THE PHOTOS SHOWING POLLUTION BEING RELEASED INTO THE AIR CAUSING OZONE DEPLEATION WHICH CAN CAUSE THE EARTH TEMPERATURE TO RISE .,SEVERAL OF THESE PICTURES SHOW INDUSTRIAL POLUTION THAT IS BEING RELEASED INTO THE ATMOSPHEAR. THIS INTERN CAN DEPLEAT THE OZONE LAYER CAUSE CHANGES IN WEATHER OR THE TEMPERATURE ON EARTH. IN SEVERAL PICTURES YOU CAN SEE THE GOOD SIDE OF THINGS GROWNING ON EARTH AND THE OTHER SIDE OF THE SAME PICTURE THE BAD SIDE OF THINGS AFTER THE DEPLEATING OF THE OZONE LAYER.,text,THESE PHOTOS MAKE ME FEEL SAD DUE TO ALL THE PHOTOS SHOWING POLLUTION BEING RELEASED INTO THE AIR CAUSING OZONE DEPLEATION WHICH CAN CAUSE THE EARTH TEMPERATURE TO RISE . SEVERAL OF THESE PICTURES SHOW INDUSTRIAL POLUTION THAT IS BEING RELEASED INTO THE ATMOSPHEAR. THIS INTERN CAN DEPLEAT THE OZONE LAYER CAUSE CHANGES IN WEATHER OR THE TEMPERATURE ON EARTH. IN SEVERAL PICTURES YOU CAN SEE THE GOOD SIDE OF THINGS GROWNING ON EARTH AND THE OTHER SIDE OF THE SAME PICTURE THE BAD SIDE OF THINGS AFTER THE DEPLEATING OF THE OZONE LAYER.,1,93,3.23,3.23
498,R_7aCvsS8iZoWVW6d,High,These images are bold and contain creative use of photography. They depift every day life in an interesting way.,These images depict colorful ways to demonstrate the world and what life entails.the world is full of life.,text,These images are bold and contain creative use of photography. They depift every day life in an interesting way. These images depict colorful ways to demonstrate the world and what life entails.the world is full of life.,1,38,7.89,0
499,R_3E635P5vsoJZGOo,Low,"I don't feel strong enough to even look at all that shit. With apologies, I've been trying to protect my mind (and heart) from taking on the world's problems, like the old days.",A bunch of issues though the polar bear global warming stuff needs serious attention. The rest gives me a headache I don't need.,text,"I don't feel strong enough to even look at all that shit. With apologies, I've been trying to protect my mind (and heart) from taking on the world's problems, like the old days. A bunch of issues though the polar bear global warming stuff needs serious attention. The rest gives me a headache I don't need.",1,56,7.14,0
500,R_6xFZ56HZgSyldcx,High,"They show the world in different types for environment disaster such as drought, pollution and fires",Some show the good part of the world where the environment is positive with the next side showing the exact opposite,text,"They show the world in different types for environment disaster such as drought, pollution and fires Some show the good part of the world where the environment is positive with the next side showing the exact opposite",1,37,2.7,2.7
501,R_6DTOQBzqQm3iiSN,Low,I feel the pictures depict climate change issues/challenges which I typically ignore because I don't feel there is that much of a climate crisis.,The pictures are showing how climate change is negatively impacting the environment around the world.,text,I feel the pictures depict climate change issues/challenges which I typically ignore because I don't feel there is that much of a climate crisis. The pictures are showing how climate change is negatively impacting the environment around the world.,1,40,7.5,0
502,R_1T7zDFSNBf3rybn,Low,They appear to all relate to the climate crisis. They don't make me feel positive. I'm not sure who the orange haired woman is.,"Again, they seem to be about the climate crisis. They all evoke pretty negative emotions as it is a big problem.",text,"They appear to all relate to the climate crisis. They don't make me feel positive. I'm not sure who the orange haired woman is. Again, they seem to be about the climate crisis. They all evoke pretty negative emotions as it is a big problem.",1,45,8.89,2.22
503,R_3GZ8ETFsZ7jyl5W,Low,They are random images and mean nothing without descriptions. Colorful images but don't relate to anything meaningful.,See previous response.  See previous response.  See previous response.  See previous response.  See previous response.,text,They are random images and mean nothing without descriptions. Colorful images but don't relate to anything meaningful. See previous response.  See previous response.  See previous response.  See previous response.  See previous response.,1,32,6.25,0
504,R_7woZDPah788KPe6,Low,"I see a lot of images referring to the climate crisis, mostly of protesters. It makes me feel bad because I do think we aren't paying enough attention to it but I also feel there is more we can do to help as individuals.",More images about the climate crisis. It does make me upset especially when I see the image of the polar bear on a small piece of ice that has not melted yet.,text,"I see a lot of images referring to the climate crisis, mostly of protesters. It makes me feel bad because I do think we aren't paying enough attention to it but I also feel there is more we can do to help as individuals. More images about the climate crisis. It does make me upset especially when I see the image of the polar bear on a small piece of ice that has not melted yet.",1,76,6.58,2.63
505,R_5CNGWhIEtyHOKLH,High,"They largely seem to be about environmental damage caused by climate change.  They make me feel more afraid, scared and nervous.","climate images, that largely make me feel a little nervous, a little guilty, a little afraid and slightly empowered.",text,"They largely seem to be about environmental damage caused by climate change.  They make me feel more afraid, scared and nervous. climate images, that largely make me feel a little nervous, a little guilty, a little afraid and slightly empowered.",1,40,15,15
506,R_1wVzdHS6JuEkmMF,High,"The images show both the beauty of the earth, and man's ability to pollute it. The image of the earth from space, in particular, makes me feel that we need to take care of our planet. The images of the smokestacks makes me feel sad that man is damaging the planet.","These images show both the good and the bad of the earth. Specifically, the bad that man is causing to the planet. The images make me feel both happy and sad at the same time.",text,"The images show both the beauty of the earth, and man's ability to pollute it. The image of the earth from space, in particular, makes me feel that we need to take care of our planet. The images of the smokestacks makes me feel sad that man is damaging the planet.  These images show both the good and the bad of the earth. Specifically, the bad that man is causing to the planet. The images make me feel both happy and sad at the same time.",1,86,8.14,6.98
507,R_7NldE0oSzFHZTse,High,"The earth drying out and being affected by climate change, makes me feel anxious and mad at big corporations for hurting the earth","The world on fire because of pollution from factories and the big companies makes me angry 
That is gotten this far and it’s destroying the earth",text,"The earth drying out and being affected by climate change, makes me feel anxious and mad at big corporations for hurting the earth The world on fire because of pollution from factories and the big companies makes me angry 
That is gotten this far and it’s destroying the earth",1,49,10.2,8.16
508,R_7ffuS3Xgt1rPsJF,High,They look very peaceful. Like your mind is just at rest . Beautiful pictures of nature and outdoors with calmness all around.,"They make me feel at peace, they look like images of the world. They look very empowering
 Beautiful pictures",text,"They look very peaceful. Like your mind is just at rest . Beautiful pictures of nature and outdoors with calmness all around.  They make me feel at peace, they look like images of the world. They look very empowering
 Beautiful pictures",1,40,17.5,2.5
509,R_3XaOgtL2Fha0hPz,Low,"liberal images, climate, LGBTQ, protests, environmental extremes, protests, green agendas, innovation","climate change fanatics, environmental extremes, global warming extremes, wiildfires, world problems",text,"liberal images, climate, LGBTQ, protests, environmental extremes, protests, green agendas, innovation climate change fanatics, environmental extremes, global warming extremes, wiildfires, world problems",1,22,0,0
510,R_5pX1hqwTRNAV5pq,High,"We are killing our planet. Fires, drought, pollution, and climate change are just the beginning.  We need to change our lifestyles.","Climate change, gloom, and doom, we are killing the planet.  This is not a subtle warning this is it!",text,"We are killing our planet. Fires, drought, pollution, and climate change are just the beginning.  We need to change our lifestyles. Climate change, gloom, and doom, we are killing the planet.  This is not a subtle warning this is it!",1,40,12.5,2.5
511,R_7TiAbHMzuDtdXcB,High,"pics of the earth drying up and becoming a wasteland which is a common scare tactic of the left to try to make people believe the earth is doomed if we don't pay more taxes to the government. unfortunately, people fall for this crap because they are not taught to think for themselves. we call these people democrats.","looks like scare tactic pics of the world burning up, and a polar bear standing on floating ice during the spring months when the ice and snow start melting.",text,"pics of the earth drying up and becoming a wasteland which is a common scare tactic of the left to try to make people believe the earth is doomed if we don't pay more taxes to the government. unfortunately, people fall for this crap because they are not taught to think for themselves. we call these people democrats. looks like scare tactic pics of the world burning up, and a polar bear standing on floating ice during the spring months when the ice and snow start melting.",1,87,4.6,2.3
512,R_5R9ZATIoMZrovNd,High,The same as the last photos. It's irritating how badly we're handling the global warming problem. We need to learn how to adapt.,They show planet earth is in our hands. They make me feel irritated because we're handling global warming incorrectly.,text,The same as the last photos. It's irritating how badly we're handling the global warming problem. We need to learn how to adapt.  They show planet earth is in our hands. They make me feel irritated because we're handling global warming incorrectly.,1,42,7.14,7.14
513,R_6Rlm8wX3cdW6cgx,Low,people protest on things that should and should not be done for climate change the manufacturing change and effects on things people talking about things in a happily manner.,SEE WHERE CLIMATE CHANGE IS TAKING EFFECT AND WHAT THE EFFECTS ARE HAVE ON THE WORLD IN GENERAL ALONG WIITH ANIMALS HAS WELL,text,people protest on things that should and should not be done for climate change the manufacturing change and effects on things people talking about things in a happily manner. SEE WHERE CLIMATE CHANGE IS TAKING EFFECT AND WHAT THE EFFECTS ARE HAVE ON THE WORLD IN GENERAL ALONG WIITH ANIMALS HAS WELL,1,52,1.92,0
514,R_11hSjJS7MpnCXJf,High,"There images all reference different aspects of climate change, including pollution, drought, energy production, and Mother Earth reaching her hand out to a human hand among other things","Again, these images reference climate catastrophe. Those include animal ecosystems before and after, the Earth with half beautiful, and half scorched Earth. I forgot to mention that drought is again shown.",text,"There images all reference different aspects of climate change, including pollution, drought, energy production, and Mother Earth reaching her hand out to a human hand among other things Again, these images reference climate catastrophe. Those include animal ecosystems before and after, the Earth with half beautiful, and half scorched Earth. I forgot to mention that drought is again shown.",1,59,1.69,0
515,R_7srPWNjHsUJvqfv,High,"earths and global warming due to humans , will we still have a planet to live on when i am 90 years old","images of earth and its destruction by humans , it makes me concerned that their is not much future for humans at the rate they destroy it",text,"earths and global warming due to humans , will we still have a planet to live on when i am 90 years old images of earth and its destruction by humans , it makes me concerned that their is not much future for humans at the rate they destroy it",1,48,6.25,2.08
516,R_1EuYkAbUArDGuGt,High,These images remind me that we were given a lot when we received the earth from God.  We have not taken very good care of the earth.  We have caused a lot of damage to the earth.  We have burned and polluted much of our world.  We must do what we can to make up the damage we have done to our earth.,These images show us how we managed to pollute and damage the earth.  Global warming is happening now.  We must clean up our mess on the earth.  We must do our best to turn Climate Change around and fix our wrong doings on this earth to try and undo our damage to earth.,text,These images remind me that we were given a lot when we received the earth from God.  We have not taken very good care of the earth.  We have caused a lot of damage to the earth.  We have burned and polluted much of our world.  We must do what we can to make up the damage we have done to our earth. These images show us how we managed to pollute and damage the earth.  Global warming is happening now.  We must clean up our mess on the earth.  We must do our best to turn Climate Change around and fix our wrong doings on this earth to try and undo our damage to earth.,1,116,4.31,0.86
517,R_3imraxapiQxoRod,High,"More ""climate change"". Man made of course, and specifically due to pollution from fossil fuels. The climate has been changing constantly since the beginning of time. To think that man is totally responsible for it is the height of arrogance and pure nonsense. It makes me angry.","The images are of ""climate change"" and depict pictures of what people like Greta Thumburg and Al Gore say is going to happen very shortly. The problem is ""very shortly"" started about 30+ years ago and hasn't happened yet. Our children have been taught in school to believe this nonsense and it makes me angry.",text,"More ""climate change"". Man made of course, and specifically due to pollution from fossil fuels. The climate has been changing constantly since the beginning of time. To think that man is totally responsible for it is the height of arrogance and pure nonsense. It makes me angry.  The images are of ""climate change"" and depict pictures of what people like Greta Thumburg and Al Gore say is going to happen very shortly. The problem is ""very shortly"" started about 30+ years ago and hasn't happened yet. Our children have been taught in school to believe this nonsense and it makes me angry.",1,102,1.96,1.96
518,R_5rwMjO8PWoLXxtC,High,The images depict air pollution and drought on earth.  I am dismayed at the extensive damage that we have done to our planet.  It makes me very sad and hopeless about our planet's future.,"They overall depict climate change and the fragile planet that we live on.  I cannot believe that we as a people have done so much damage, and that so many people are not concerned about fixing it.",text,"The images depict air pollution and drought on earth.  I am dismayed at the extensive damage that we have done to our planet.  It makes me very sad and hopeless about our planet's future. They overall depict climate change and the fragile planet that we live on.  I cannot believe that we as a people have done so much damage, and that so many people are not concerned about fixing it.",1,71,5.63,5.63
519,R_7yq3qoQbUYyDATe,Low,"Interesting and diverse images. Not cheery or bright. Cartoons, women, men crowds in several even what appears to be protestor","Much more in sync and similar. All have a very earthy, nature, save our planet sort of vibe. Pleasing",text,"Interesting and diverse images. Not cheery or bright. Cartoons, women, men crowds in several even what appears to be protestor Much more in sync and similar. All have a very earthy, nature, save our planet sort of vibe. Pleasing",1,39,10.26,5.13
520,R_1rw6jXy8O3ZCzRG,High,The environmental changes happening to our planet are the result of irresponsible use of fossil fuels.  This evokes sadness and anger at irresponsible leaders,These images are an assortment of photos that show how the planet we live in is being negatively affected by climate change.,text,The environmental changes happening to our planet are the result of irresponsible use of fossil fuels.  This evokes sadness and anger at irresponsible leaders  These images are an assortment of photos that show how the planet we live in is being negatively affected by climate change.,1,46,10.87,4.35
521,R_1DLJSGnB4wHtg2D,Low,"There appears to be very much protesting, perhaps about nuclear power plants. The language is different than mine, appears to be in European countries. Seems they want to promote something good for the world.",I see many different pictures and graphs that seem to be about climate change and the effects that it is and will be having on the world.,text,"There appears to be very much protesting, perhaps about nuclear power plants. The language is different than mine, appears to be in European countries. Seems they want to promote something good for the world. I see many different pictures and graphs that seem to be about climate change and the effects that it is and will be having on the world.",1,61,1.64,1.64
522,R_1ritdWDUGuhkJws,Low,They appear to be from random news stories.  My feelings are neutral.  I am rather ambivalent toward the pictures.,"These pictures appear to be related to the environment.  Again, I don't have any strong feelings in either direction.",text,"They appear to be from random news stories.  My feelings are neutral.  I am rather ambivalent toward the pictures.  These pictures appear to be related to the environment.  Again, I don't have any strong feelings in either direction.",1,38,5.26,2.63
523,R_5nV469gzX6D2LRb,High,These images demonstrate the precarious position that man has put himself into regarding our home planet. We have a choice of a healthy world or destruction. We are at a turning point.,"The earth’s environment is on course to uncontrolled global warming. The scenes of factories churning out smoke in barren landscapes while polar bears are floating on tiny packs of ice, demonstrated the price that we will all pay.",text,"These images demonstrate the precarious position that man has put himself into regarding our home planet. We have a choice of a healthy world or destruction. We are at a turning point. The earth’s environment is on course to uncontrolled global warming. The scenes of factories churning out smoke in barren landscapes while polar bears are floating on tiny packs of ice, demonstrated the price that we will all pay.",1,70,1.43,0
524,R_3WoObpHi0KQn6Q9,High,to me they show use of fossil fuels and the heating of our planet and the severity of weather --- severe storms droughts and pollution,again it shows the effects of global warming and what we could have if we solve the problem of climate change,text,to me they show use of fossil fuels and the heating of our planet and the severity of weather --- severe storms droughts and pollution  again it shows the effects of global warming and what we could have if we solve the problem of climate change,1,45,4.44,0
525,R_3sZTe2oNtJbKwDL,Low,"People are coming together, and speaking up for change. Great, Now to get Nations  to work together, its going to take all are voices heard.",Warming of the world and how the weather is changing are life's habits to do all we can to care for the planet.,text,"People are coming together, and speaking up for change. Great, Now to get Nations  to work together, its going to take all are voices heard. Warming of the world and how the weather is changing are life's habits to do all we can to care for the planet.",1,48,8.33,0
526,R_1XVcg6E4spv7dzX,Low,"These photos say a lot about the world today; disparaged, hopeful, and the freedom to speak or demonstrate their feelings in a variety of ways. I see a lot of ownership in this collage.",These describe global warming and it's effects on the world today. It makes me feel sad the hopeless.,text,"These photos say a lot about the world today; disparaged, hopeful, and the freedom to speak or demonstrate their feelings in a variety of ways. I see a lot of ownership in this collage. These describe global warming and it's effects on the world today. It makes me feel sad the hopeless.",1,52,7.69,5.77
527,R_7kanfnpK2KTXlMR,Low,"Again, the images are mostly confusing and not very appealing.  The ones with just people are less disturbing than the rest.","These are confusing and unclear for topic matter.  I feel a little tense about the.  The polar bear is the only one I liked looking at, but it makes me sad.",text,"Again, the images are mostly confusing and not very appealing.  The ones with just people are less disturbing than the rest. These are confusing and unclear for topic matter.  I feel a little tense about the.  The polar bear is the only one I liked looking at, but it makes me sad.",1,52,15.38,5.77
528,R_6to0vNhLZ5VMIvv,Low,"It reminds me of people coming together to make this world better
It makes me feel good that people are taking an interest",Profit and economic companies and the ecosystem makes me feel somewhat at ease cuz at least some people care,text,"It reminds me of people coming together to make this world better
It makes me feel good that people are taking an interest
 Profit and economic companies and the ecosystem makes me feel somewhat at ease cuz at least some people care",1,42,7.14,2.38
529,R_1Nqc7mEbA1kaxQq,High,"The images show the effect, the climate changes having on our earth Cracked bell smack leaf half dead forest fires then there’s also scenes or human hands reaching touching showing we have the ability to change. It’s in our hands.","These images are dramatic with the earth burning Factors near me pollution polar, bear stranded with a dead tree image of a half live and half dead scenes… an image of it being in our hands this is much more dramatic than the first one not sure I like the way it makes me feel the frighten me I don’t think fear make me act. The first add was better.",text,"The images show the effect, the climate changes having on our earth Cracked bell smack leaf half dead forest fires then there’s also scenes or human hands reaching touching showing we have the ability to change. It’s in our hands. These images are dramatic with the earth burning Factors near me pollution polar, bear stranded with a dead tree image of a half live and half dead scenes… an image of it being in our hands this is much more dramatic than the first one not sure I like the way it makes me feel the frighten me I don’t think fear make me act. The first add was better.",1,110,3.64,1.82
530,R_3f9LKBZ9a6VwtLq,High,well they seem to depict a world gone bad and that makes me feel bad also the images would not scroll for me so I didn't get to see them all,Disneyland in the twentieth anniversary celebration with mickey annd all the gang ducks frogs and tables and chairs,text,well they seem to depict a world gone bad and that makes me feel bad also the images would not scroll for me so I didn't get to see them all Disneyland in the twentieth anniversary celebration with mickey annd all the gang ducks frogs and tables and chairs,1,49,8.16,6.12
531,R_1KvR0HFllDagcPk,Low,"Environmentally designed images that encourage me to me feel good about recycling, being non-judgmental, and enjoying nature while having a future earth to enjoy it on.","Global warming extremist preaching to me about encouraging our elected officials to give the taxpayers back their money, because it is all a farce.",text,"Environmentally designed images that encourage me to me feel good about recycling, being non-judgmental, and enjoying nature while having a future earth to enjoy it on. Global warming extremist preaching to me about encouraging our elected officials to give the taxpayers back their money, because it is all a farce.",1,50,8,4
532,R_3MbRYOwhLr87YkX,High,The world we live in and importance of caring for it.  Leaving the world a better place for future generations is important.,The world we live in and importance of respecting it.  One can see many of the blessings we at times take for granted.,text,The world we live in and importance of caring for it.  Leaving the world a better place for future generations is important. The world we live in and importance of respecting it.  One can see many of the blessings we at times take for granted.,1,45,8.89,0
533,R_6HSunvpGVSysQO3,Low,just more random stuff.........................................................................................,"just a bunch of ""stuff""...............................................................................................",text,"just more random stuff......................................................................................... just a bunch of ""stuff""...............................................................................................",1,9,0,0
534,R_31cQkAgBCr8SKkP,Low,"a few of them are interesting to me, but most are not.  I like the ones showing nature much better than those that do not.","Most of these images do not interest me, but the one with the polar bear on the ice flo does interest me.",text,"a few of them are interesting to me, but most are not.  I like the ones showing nature much better than those that do not. Most of these images do not interest me, but the one with the polar bear on the ice flo does interest me.",1,47,4.26,0
535,R_7OlTyoJDl8GUXhd,High,"The climate of Earth is not static, it is changing all the time as it has been doing for millions of years.","It seems our planet is overheating, the polar ice is melting and weather is becoming more extreme. We must do something to stop it.",text,"The climate of Earth is not static, it is changing all the time as it has been doing for millions of years. It seems our planet is overheating, the polar ice is melting and weather is becoming more extreme. We must do something to stop it.",1,46,2.17,0
536,R_5pfhLnpC3Yee6bf,Low,Things that affect or things that people feel strong feelings for and things that are important to them,They upset me because they are probably things about climate change which is something that we need to fix right away,text,Things that affect or things that people feel strong feelings for and things that are important to them They upset me because they are probably things about climate change which is something that we need to fix right away,1,39,7.69,2.56
537,R_1xY0aQ6CV3s0xXj,High,"Relaxed, at peace, also focus like I'm in a better place and or situation I love a great display to the me it takes me away from life pressure and it easily put your mind in that better place",I really don't know by looking at these pictures it doesn't jffer me much of a clearer understanding,text,"Relaxed, at peace, also focus like I'm in a better place and or situation I love a great display to the me it takes me away from life pressure and it easily put your mind in that better place  I really don't know by looking at these pictures it doesn't jffer me much of a clearer understanding",1,57,12.28,3.51
538,R_7MsqBiuFxTvKqiM,High,"These images have a looming and imminent danger about them. They refer to climate change, but it's the kind we're doing to ourselves. That makes this so much more devastating.","I believe the images are depicting the various sorts of damage from climate change. They were beautiful images, however, they made me sad. I could feel the emptiness and loss in each photo.",text,"These images have a looming and imminent danger about them. They refer to climate change, but it's the kind we're doing to ourselves. That makes this so much more devastating. I believe the images are depicting the various sorts of damage from climate change. They were beautiful images, however, they made me sad. I could feel the emptiness and loss in each photo.",1,63,9.52,3.17
539,R_7xXZSd3MSRup4HR,Low,connected and confident is a big feeling for me regarding these images on Google images. they are good quality,they are mostly informative and they make me feel overwhelmed and confused due to how complex they feel,text,connected and confident is a big feeling for me regarding these images on Google images. they are good quality they are mostly informative and they make me feel overwhelmed and confused due to how complex they feel,1,37,10.81,10.81
540,R_6b1aNgNRMDII71D,High,"These photos represent polution an distruction of  the earth caused  by both global warming, and humans","Very colorful a  lot of spheres, nature, and landscape .Hands holding life, cadles showing warming,  dry earth, and the world",text,"These photos represent polution an distruction of  the earth caused  by both global warming, and humans Very colorful a  lot of spheres, nature, and landscape .Hands holding life, cadles showing warming,  dry earth, and the world",1,36,2.78,0
541,R_6CCPpzc0aIWLvVI,Low,"It appears like some of the pictures are related to pollution and climate change. Only one picture really indicates this, the mill spewing out the dark smoke, which I don't like because of the pollution.",I don't relate to most of the pictures which have writing on them in a language other English. I've seen the picture of the polar bear stranded on the small piece of ice. The picture was shown to reflect climate change.,text,"It appears like some of the pictures are related to pollution and climate change. Only one picture really indicates this, the mill spewing out the dark smoke, which I don't like because of the pollution. I don't relate to most of the pictures which have writing on them in a language other English. I've seen the picture of the polar bear stranded on the small piece of ice. The picture was shown to reflect climate change.",1,76,0,0
